"Reviewed","Exported","Document type","Date added","Date issued","Vendor","Currency","Total","Tax","GST","HST","PST","QST","Other","Sales Tax","Tip","Type","Tax category","Classification","Sub-classification","Description","Pay method","Pay account","Card type","Card number","Comment"
"Yes","No","Receipt","9/8/2025 10:15 PM","3/28/2019","Run'n On Empty 50Ave","CAD","36.00","1.71","1.71","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Cash","","","",""
"Yes","No","Receipt","9/9/2025 3:38 PM","5/31/2019","Fas Gas Westpark 4305 55th Street Red Deer AB","CAD","20.40","0.69","0.69","0.00","0.00","0.00","0.00","","0.00","Personal","","Food","","","Cash","","","",""
"Yes","No","Receipt","9/9/2025 3:38 PM","8/8/2019","CENTRAL ALBERTA CO-OP RD HGC","CAD","6.60","0.31","0.31","0.00","0.00","0.00","0.00","","0.00","","","vehicle supplies","","","Cash","","","",""
"Yes","No","Receipt","9/9/2025 3:38 PM","6/11/2019","Run'n On Empty 50Ave","CAD","54.50","2.60","2.60","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Debit","","","3265","L-3,48.705"
"Yes","No","Receipt","9/9/2025 3:38 PM","9/12/2019","Gasoline Alley Harley-Davidson","CAD","133.30","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","Personal","","clothing","","","Debit","","","",""
"Yes","No","Receipt","9/9/2025 3:38 PM","10/25/2019","Red Deer","CAD","40.31","0.75","0.75","0.00","0.00","0.00","0.00","","0.00","Personal","","Food","","","Cash","","","",""
"Yes","No","Receipt","9/9/2025 3:38 PM","7/20/2019","SHELL CANADA PRODUCTS","CAD","39.08","1.85","1.85","0.00","0.00","0.00","0.00","","0.00","Personal","","Food","","","Cash","","","",""
"Yes","No","Receipt","9/9/2025 3:38 PM","6/11/2019","WHOLESALE CLUB","CAD","456.34","16.92","16.92","0.00","0.00","0.00","0.00","","0.00","Personal","","Food","","","Cash","","","",""
"Yes","No","Receipt","9/9/2025 3:43 PM","6/17/2025","Auto Value","CAD","96.41","4.59","4.59","0.00","0.00","0.00","0.00","","0.00","","","Vehicle M/R","PARTS","","Card","","","",""
"Yes","No","Receipt","9/9/2025 3:43 PM","4/24/2019","CORONATION RESTAURAUNT","CAD","13.13","0.63","0.63","0.00","0.00","0.00","0.00","","0.00","","","food out of town","","","Cash","","","",""
"Yes","No","Receipt","9/9/2025 3:43 PM","2/10/2017","Orbit Down","CAD","35.01","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Cash","","","","L-19,37.062"
"Yes","No","Receipt","9/9/2025 4:19 PM","6/11/2019","Run'n On Empty 50Ave","CAD","28.52","1.35","1.35","0.00","0.00","0.00","0.00","","0.00","Personal","","Food","","","Debit","","","3265",""
"Yes","No","Receipt","9/9/2025 4:50 PM","8/29/2019","Run'n On Empty 50Ave","CAD","19.40","0.55","0.55","0.00","0.00","0.00","0.00","","0.00","Personal","","Food","","","Debit","","","3265",""
"Yes","No","Receipt","9/10/2025 6:04 PM","2/24/2019","Bed Bath and Beyond","CAD","205.88","9.80","9.80","0.00","0.00","0.00","0.00","","0.00","Personal","","Food","","","Debit","","","",""
"Yes","No","Receipt","9/10/2025 6:04 PM","1/25/2019","Shoppers Drug mart","CAD","21.46","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","Personal","","Perscriptions","","","Debit","","","3265",""
"Yes","No","Receipt","9/10/2025 6:04 PM","1/25/2019","walmart","CAD","40.87","1.95","1.95","0.00","0.00","0.00","0.00","","0.00","Personal","","Food","","","Debit","","","3265",""
"Yes","No","Receipt","9/10/2025 6:04 PM","2/17/2019","Real Canadian Superstore","CAD","96.47","4.86","2.83","0.00","0.00","2.03","0.00","","0.00","Personal","","Food","","","Cash","","","",""
"Yes","No","Receipt","9/10/2025 6:04 PM","2/27/2019","the source ","CAD","75.56","3.60","3.60","0.00","0.00","0.00","0.00","","0.00","","","vehicle supplies","","","Cash","","","","usb C "
"Yes","No","Receipt","9/10/2025 6:04 PM","6/17/2019","Canadian Tire","CAD","11.07","0.53","0.53","0.00","0.00","0.00","0.00","","0.00","","","Office Supplies","","","Cash","","","",""
"Yes","No","Receipt","9/10/2025 6:04 PM","10/26/2019","Safeway","CAD","63.05","1.67","1.67","0.00","0.00","0.00","0.00","","0.00","Personal","","Food","","","Cash","","","",""
"Yes","No","Receipt","9/10/2025 6:05 PM","4/26/2019","Red Deer","CAD","13.45","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","Personal","","Medical supplies","","","Cash","","","",""
"Yes","No","Receipt","9/10/2025 6:05 PM","7/10/2019","Real Canadian Super store","CAD","278.70","109.14","109.14","0.00","0.00","0.00","0.00","","0.00","Personal","","Food","","","Card","","","3265",""
"Yes","No","Receipt","9/9/2025 3:37 PM","2/25/2019","SHELL CANADA PRODUCTS","CAD","52.19","2.48","2.48","0.00","0.00","0.00","0.00","","0.00","Personal","","Food","","","Cash","","","",""
"Yes","No","Receipt","9/9/2025 3:37 PM","5/26/2019","FLYING J","CAD","6.56","0.25","0.25","0.00","0.00","0.00","0.00","","0.00","Personal","","Food","","","Cash","","","",""
"Yes","No","Receipt","9/9/2025 3:37 PM","10/15/2019","DQ","CAD","25.37","1.21","1.21","0.00","0.00","0.00","0.00","","0.00","Personal","","Food","","","Cash","","","",""
"Yes","No","Receipt","9/9/2025 3:37 PM","10/2/2019","Sterling Cleaners ltd","CAD","18.69","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","Personal","","clothing","","","Cash","","","",""
"Yes","No","Receipt","9/8/2025 10:21 PM","3/7/2019","Run'n On Empty 50Ave","CAD","9.85","2.62","2.62","0.00","0.00","0.00","0.00","","0.00","","","food out of town","","","Debit","","","3265",""
"Yes","No","Receipt","9/9/2025 11:20 AM","1/16/2019","Fas Gas Red Deer 3218 49th Avenue Red Deer AB","CAD","50.00","2.38","2.38","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Debit","","","9206","L5,43.898"
"Yes","No","Receipt","9/9/2025 2:28 PM","1/9/2019","Fas Gas Penhold","CAD","6.76","0.27","0.27","0.00","0.00","0.00","0.00","","0.00","","","vehicle supplies","","","Card","","","3265","washer fluid"
"Yes","No","Receipt","9/9/2025 2:31 PM","1/9/2019","Fas Gas Penhold","CAD","6.76","0.27","0.27","0.00","0.00","0.00","0.00","","0.00","","","vehicle supplies","","","Debit","","","3265","washer fluid"
"Yes","No","Receipt","9/9/2025 3:37 PM","5/18/2019","Red Deer","CAD","25.80","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Cash","","","",""
"Yes","No","Receipt","9/9/2025 3:37 PM","6/11/2019","Shoppers Drug mart","CAD","24.50","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","Personal","","Perscriptions","","","Debit","","","3265",""
"Yes","No","Receipt","9/9/2025 3:37 PM","8/18/2025","Lordco","CAD","93.44","4.45","4.45","0.00","0.00","0.00","0.00","","0.00","","","Vehicle M/R","Reimburse David","","","","","",""
"Yes","No","Receipt","9/9/2025 3:37 PM","1/5/2019","R.E Brigley & sons ltc","CAD","40.00","1.90","0.00","1.90","0.00","0.00","0.00","","0.00","","","Fuel","","","Cash","","","",""
"Yes","No","Receipt","9/9/2025 3:37 PM","1/10/2019","THAI EXPRESS","CAD","10.48","0.50","0.50","0.00","0.00","0.00","0.00","","0.00","Personal","","Food","","","Cash","","","",""
"Yes","No","Receipt","9/9/2025 3:37 PM","10/31/2019","sawmill restauraunt","CAD","125.86","4.99","4.99","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Business meal","","Card","","","3265",""
"Yes","No","Receipt","9/8/2025 10:09 PM","3/3/2019","Run'n On Empty 50Ave","CAD","12.95","0.08","0.08","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Card","","","",""
"Yes","No","Receipt","9/9/2025 3:37 PM","10/29/2019","Sobeys Village Mall","CAD","12.59","0.60","0.60","0.00","0.00","0.00","0.00","","0.00","Personal","","Food","","","Cash","","","",""
"Yes","No","Receipt","9/9/2025 3:37 PM","5/27/2019","Walmart","CAD","14.78","0.70","0.70","0.00","0.00","0.00","0.00","","0.00","Personal","","supplies","","","Cash","","","",""
"Yes","No","Receipt","9/9/2025 3:37 PM","8/29/2019","Run'n On Empty 50Ave","CAD","6.40","3.33","3.33","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Debit","","","3265","L-5,70.075"
"Yes","No","Receipt","9/9/2025 3:37 PM","12/19/2019","Hauck Vision Hearing","CAD","698.40","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","Personal","","Perscriptions","","","Debit","","","3265",""
"Yes","No","Receipt","9/9/2025 3:37 PM","7/13/2019","central alberta coop timberlands gas bar","CAD","30.00","1.43","1.43","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Cash","","","",""
"Yes","No","Receipt","9/9/2025 3:37 PM","6/10/2019","CENTRAL ALBERTA CO-OP RD HGC","CAD","11.01","0.52","0.52","0.00","0.00","0.00","0.00","","0.00","","","Vehicle M/R","Tools","","Cash","","","",""
"Yes","No","Receipt","9/9/2025 3:37 PM","2/23/2019","gasoline alley esso","CAD","65.00","3.10","3.10","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Cash","","3265","",""
"Yes","No","Receipt","9/9/2025 3:37 PM","","Sobeys Village Mall","CAD","116.51","4.11","4.11","0.00","0.00","0.00","0.00","","0.00","Personal","","Food","","","Debit","","","",""
"Yes","No","Receipt","9/9/2025 3:37 PM","11/24/2019","Canadian Tire","CAD","76.60","3.65","3.65","0.00","0.00","0.00","0.00","","0.00","","","Office Supplies","","","Debit","","","3265",""
"Yes","No","Receipt","9/9/2025 3:37 PM","9/19/2019","JOURNEYS","CAD","73.49","3.50","3.50","0.00","0.00","0.00","0.00","","0.00","","","clothing","","","Debit","","","3265",""
"Yes","No","Receipt","9/9/2025 3:37 PM","12/29/2019","TOMMY GUN'S GOLDEN WEST","CAD","53.05","0.00","0.00","0.00","0.00","0.00","0.00","","10.00","Personal","","Grooming","","","Card","","","3265",""
"Yes","No","Receipt","9/9/2025 3:37 PM","4/26/2019","Mobil","CAD","4.20","1.00","1.00","0.00","0.00","0.00","0.00","","0.00","Personal","","Food","","","Cash","","","",""
"No","No","Receipt","9/3/2025 9:22 PM","1/22/2019","Fas Gas Red Deer","CAD","86.00","4.10","4.10","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Debit","","","3265","L-10,85.577"
"Yes","No","Receipt","9/3/2025 9:22 PM","1/22/2019","Run'n On Empty 50Ave","CAD","10.00","0.48","0.48","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Cash","","","",""
"No","No","Receipt","9/3/2025 9:22 PM","1/23/2019","Fas Gas Red Deer","CAD","200.00","9.52","9.52","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Debit","","","3265",""
"Yes","No","Receipt","9/3/2025 9:18 PM","3/15/2019","Run'n On Empty 50Ave","CAD","40.00","1.90","1.90","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Cash","","","",""
"Yes","No","Receipt","9/3/2025 9:18 PM","3/15/2019","32 nd street esso","CAD","9.40","0.43","0.43","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Cash","","","",""
"Yes","No","Receipt","9/3/2025 9:18 PM","3/15/2019","Fas Gas Red Deer","CAD","9.65","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Cash","","","",""
"Yes","No","Receipt","9/3/2025 9:18 PM","3/16/2019","Fas Gas Red Deer","CAD","106.30","5.06","5.06","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Cash","","","","L-5,88.667"
"Yes","No","Receipt","9/3/2025 9:19 PM","3/16/2019","Fas Gas Red Deer","CAD","183.65","8.74","8.74","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Cash","","","","L-10,153.150"
"Yes","No","Receipt","9/3/2025 9:19 PM","3/17/2019","rewards","CAD","10.25","0.37","0.37","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Cash","","","",""
"Yes","No","Receipt","9/3/2025 9:19 PM","3/17/2019","Fas Gas Red Deer","CAD","140.00","8.67","6.67","0.00","0.00","2.00","0.00","","0.00","","","Fuel","","","Cash","","","",""
"Yes","No","Receipt","9/3/2025 9:19 PM","3/17/2019","Fas Gas Red Deer","CAD","44.60","2.12","2.12","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Cash","","","",""
"Yes","No","Receipt","9/3/2025 9:19 PM","3/17/2019","Fas Gas Red Deer","CAD","140.00","6.67","6.67","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Cash","","","",""
"Yes","No","Receipt","9/3/2025 9:19 PM","3/17/2019","Fas Gas Red Deer","CAD","44.60","2.12","2.12","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Cash","","","",""
"Yes","No","Receipt","9/3/2025 9:19 PM","3/17/2019","Fas Gas Red Deer","CAD","60.00","2.86","2.86","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Card","","MASTERCARD","3559","L-24,50.042"
"Yes","No","Receipt","9/3/2025 9:19 PM","3/18/2019","Burnt Lake Store","CAD","60.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Cash","","","","L-24,50.041"
"Yes","No","Receipt","9/3/2025 9:19 PM","3/8/2019","Run'n On Empty 50Ave","CAD","40.01","1.91","1.91","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Cash","","","","L-6,35.752"
"Yes","No","Receipt","9/3/2025 9:19 PM","3/12/2019","Central Alberta Coop 4303 50TH Street Innisfail Alberta T4G","CAD","126.00","6.00","6.00","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Card","","MASTERCARD","3559",""
"Yes","No","Receipt","9/3/2025 9:19 PM","3/12/2019","A&W","CAD","10.91","0.52","0.52","0.00","0.00","0.00","0.00","","0.00","","","food out of town","","","Cash","","","3559",""
"Yes","No","Receipt","9/3/2025 9:19 PM","2/10/2019","Run'n On Empty 50Ave","CAD","30.00","1.43","1.43","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Cash","","","","L-20,30.030"
"No","No","Receipt","9/3/2025 9:19 PM","2/8/2019","Fas Gas Red Deer","CAD","50.00","2.38","2.38","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Debit","","","3265","L-19,52.14"
"Yes","No","Receipt","9/3/2025 9:19 PM","2/8/2019","Fas Gas Red Deer","CAD","30.00","1.43","1.43","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Debit","","","3265",""
"Yes","No","Receipt","9/3/2025 9:19 PM","2/6/2019","PETRO-CANADA","CAD","29.38","1.40","1.40","0.00","0.00","0.00","0.00","","0.00","Personal","","Smokes","","","Debit","","","3265",""
"Yes","No","Receipt","9/3/2025 9:19 PM","2/6/2019","Run'n On Empty 50Ave","CAD","36.39","1.21","1.21","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Debit","","","3265","L-3,26.59"
"No","No","Receipt","9/3/2025 9:19 PM","2/13/2019","Run'n On Empty 50Ave","CAD","30.00","1.43","1.43","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Debit","","","3265",""
"Yes","No","Receipt","9/3/2025 9:18 PM","3/16/2019","central alberta coop timberlands gas bar","CAD","67.00","3.19","3.19","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Cash","","","","L-23,55.882"
"Yes","No","Receipt","9/3/2025 9:18 PM","3/19/2019","central alberta coop timberlands gas bar","CAD","80.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Cash","","","","L-8,75.00"
"Yes","No","Receipt","9/3/2025 9:18 PM","1/30/2019","PETRO-CANADA","CAD","40.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Card","","","",""
"No","No","Receipt","9/3/2025 9:18 PM","1/28/2019","Run'n On Empty 50Ave","CAD","30.01","1.43","1.43","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Card","","","3265","L-3,31.422"
"Yes","No","Receipt","8/28/2025 10:58 PM","8/8/2019","PETRO-CANADA","CAD","14.10","0.32","0.32","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Cash","","","",""
"Yes","No","Receipt","9/3/2025 9:17 PM","5/22/2019","Fas Gas Westpark 4305 55th Street Red Deer AB","CAD","74.00","3.52","3.52","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Cash","","","",""
"Yes","No","Receipt","9/3/2025 9:17 PM","5/22/2019","Fas Gas Red Deer","CAD","126.00","6.00","6.00","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Cash","","","",""
"Yes","No","Receipt","9/3/2025 9:17 PM","5/17/2019","Fas Gas Red Deer","CAD","75.00","3.57","3.57","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Cash","","","","L-8,62.035"
"Yes","No","Receipt","9/3/2025 9:17 PM","5/17/2019","Fas Gas Red Deer","CAD","42.00","2.00","2.00","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Cash","","","","L-20,34.737"
"Yes","No","Receipt","9/3/2025 9:17 PM","5/20/2019","SHELL CANADA PRODUCTS","CAD","40.00","1.90","1.90","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Cash","","","","L-20,"
"No","No","Receipt","9/3/2025 9:18 PM","5/20/2019","Fas Gas Red Deer","CAD","36.00","1.71","1.71","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Cash","","","3265","L-6,29.776"
"Yes","No","Receipt","9/3/2025 9:18 PM","5/17/2019","Run'n On Empty 50Ave","CAD","70.00","3.33","3.33","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Cash","","","","L-5,57.895"
"Yes","No","Receipt","9/3/2025 9:18 PM","5/17/2019","Fas Gas Red Deer","CAD","100.00","4.76","4.76","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Cash","","","","L-19,82.715"
"No","No","Receipt","9/3/2025 9:18 PM","5/16/2019","Run'n On Empty 50Ave","CAD","48.35","1.95","1.95","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Debit","","","3265",""
"No","No","Receipt","9/3/2025 9:19 PM","2/12/2019","Fas Gas Red Deer 3218 49th Avenue Red Deer AB","CAD","30.00","1.43","1.43","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Debit","","","3265",""
"No","No","Receipt","9/3/2025 9:18 PM","5/22/2019","Run'n On Empty 50Ave","CAD","60.00","2.86","2.86","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Debit","","","3265","L-3,49.627"
"Yes","No","Receipt","9/3/2025 9:18 PM","5/1/2019","Run'n On Empty 50Ave","CAD","80.00","3.81","3.81","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Cash","","","","L-5,66.167"
"Yes","No","Receipt","9/3/2025 9:18 PM","5/3/2019","Run'n On Empty 50Ave","CAD","40.00","1.91","1.91","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Cash","","","","L-5,31.280"
"Yes","No","Receipt","9/3/2025 9:18 PM","5/3/2019","Run'n On Empty 50Ave","CAD","18.45","0.86","0.86","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Cash","","","",""
"No","No","Receipt","9/3/2025 9:18 PM","5/4/2019","Fas Gas Red Deer","CAD","40.00","1.90","1.90","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Debit","","","3265",""
"No","No","Receipt","9/3/2025 9:18 PM","5/27/2019","Run'n On Empty 50Ave","CAD","12.39","0.59","0.59","0.00","0.00","0.00","0.00","","0.00","","","Food","","","Debit","","","3265",""
"Yes","No","Receipt","9/3/2025 9:18 PM","5/2/2019","Fas Gas west park","CAD","10.00","0.48","0.48","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Card","","MASTERCARD","1941","L-6,8.271"
"Yes","No","Receipt","9/3/2025 9:18 PM","5/6/2019","Run'n On Empty 50Ave","CAD","20.00","0.95","0.95","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Cash","","","","L-5,15.635"
"Yes","No","Receipt","9/3/2025 9:18 PM","5/7/2019","Fas Gas Red Deer","CAD","7.95","0.38","0.38","0.00","0.00","0.00","0.00","","0.00","","","Oil","","","Cash","","","",""
"Yes","No","Receipt","9/3/2025 9:18 PM","3/11/2019","gasoline alley esso","CAD","66.75","3.18","3.18","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Cash","","","",""
"Yes","No","Receipt","9/3/2025 9:18 PM","1/1/2019","Fas Gas Red Deer","CAD","103.50","4.93","4.93","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Cash","","","","L-5,106.807"
"Yes","No","Receipt","9/3/2025 9:18 PM","5/11/2019","Fas Gas Westpark 4305 55th Street Red Deer AB","CAD","60.00","2.86","2.86","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Debit","","","9206","L-23,49.627"
"Yes","No","Receipt","9/3/2025 9:19 PM","2/15/2019","Run'n On Empty 50Ave","CAD","30.00","1.43","1.43","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Debit","","","3265",""
"Yes","No","Receipt","9/3/2025 9:19 PM","2/15/2019","Fas Gas Red Deer","CAD","30.00","1.43","1.43","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Cash","","","",""
"Yes","No","Receipt","9/3/2025 9:19 PM","2/23/2019","ACE Liquor","CAD","33.80","1.55","1.55","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Cash","","","",""
"Yes","No","Receipt","9/3/2025 9:21 PM","1/12/2019","Fas Gas west park","CAD","100.00","4.76","4.76","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Debit","","","9206",""
"Yes","No","Receipt","9/3/2025 9:21 PM","1/13/2019","Fas Gas Red Deer","CAD","51.00","2.43","2.43","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Cash","","","","L-3,49.092"
"Yes","No","Receipt","9/3/2025 9:21 PM","1/17/2019","Run'n On Empty 50Ave","CAD","47.00","2.24","2.24","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Debit","","","3265","L-3,49.007"
"No","No","Receipt","9/3/2025 9:21 PM","1/19/2019","Fas Gas Red Deer","CAD","76.00","3.62","3.62","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Debit","","","3265","L-22,79.327"
"Yes","No","Receipt","9/3/2025 9:21 PM","1/19/2019","Fas Gas Red Deer","CAD","23.35","0.58","0.58","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Debit","","","3265",""
"No","No","Receipt","9/3/2025 9:21 PM","1/9/2019","Fas Gas Penhold","CAD","40.20","1.91","1.91","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Debit","","","3265","L-3,42.807"
"No","No","Receipt","9/3/2025 9:21 PM","1/9/2019","Fas Gas Penhold","CAD","80.00","3.81","3.81","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Card","","","3265",""
"Yes","No","Receipt","9/3/2025 9:21 PM","1/4/2019","Fas Gas Red Deer","CAD","20.00","0.95","0.95","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Debit","","","3265",""
"Yes","No","Receipt","9/3/2025 9:21 PM","1/6/2019","Fas Gas Red Deer","CAD","140.80","6.70","6.70","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Debit","","","3265",""
"No","No","Receipt","9/3/2025 9:21 PM","1/4/2019","Fas Gas Westpark 4305 55th Street Red Deer AB","CAD","95.00","4.52","4.52","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Debit","","","3265","L-22,99.065"
"Yes","No","Receipt","9/3/2025 9:21 PM","1/10/2019","Fas Gas Red Deer","CAD","100.00","4.76","4.76","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Card","","","9206",""
"Yes","No","Receipt","9/3/2025 9:21 PM","1/4/2019","Fas Gas Red Deer","CAD","63.00","3.00","3.00","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Debit","","","3265","L-19,65.696"
"Yes","No","Receipt","9/3/2025 9:21 PM","1/4/2019","Fas Gas Westpark 4305 55th Street Red Deer AB","CAD","100.00","4.76","4.76","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Debit","","","3265",""
"No","No","Receipt","9/3/2025 9:21 PM","1/4/2019","Fas Gas Westpark 4305 55th Street Red Deer AB","CAD","200.00","9.52","9.52","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Debit","","","3265",""
"No","No","Receipt","9/3/2025 9:21 PM","1/9/2019","Run'n On Empty 50Ave","CAD","23.00","1.10","1.10","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Debit","","","3265","L-3,23.985"
"Yes","No","Receipt","9/3/2025 9:21 PM","1/26/2019","Fas Gas Red Deer","CAD","94.33","4.49","4.49","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Debit","","","3265",""
"No","No","Receipt","9/3/2025 9:21 PM","1/26/2019","Fas Gas Red Deer","CAD","30.00","1.43","1.43","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Debit","","","3265",""
"No","No","Receipt","9/3/2025 9:21 PM","1/25/2019","Fas Gas Red Deer","CAD","48.60","2.31","2.31","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Debit","","","3265","L-3,50.677"
"No","No","Receipt","9/3/2025 9:21 PM","1/11/2019","Fas Gas Red Deer","CAD","50.00","2.38","2.38","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Debit","","","3265","L-24,48.125"
"Yes","No","Receipt","9/3/2025 9:22 PM","8/15/2019","Burnt Lake Store","CAD","100.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Cash","","","",""
"Yes","No","Receipt","9/3/2025 9:22 PM","9/9/2016","Fas Gas west park","CAD","40.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Cash","","","","L-5,38.317"
"Yes","No","Receipt","9/3/2025 9:22 PM","1/23/2019","Fas Gas Red Deer","CAD","100.00","4.76","4.76","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Cash","","","","L-24,104.410"
"No","No","Receipt","9/3/2025 9:21 PM","2/10/2017","Liquor Barn","CAD","52.41","2.47","2.47","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Debit","","","8508",""
"Yes","No","Receipt","9/3/2025 9:17 PM","5/23/2019","Fas Gas Red Deer","CAD","140.00","6.67","6.67","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Debit","","","3265","L-24,115.795"
"Yes","No","Receipt","9/3/2025 9:21 PM","1/11/2019","Fas Gas west park","CAD","200.00","9.52","9.52","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Debit","","","9206",""
"No","No","Receipt","9/3/2025 9:21 PM","1/19/2019","Fas Gas Red Deer","CAD","50.00","2.38","2.38","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","","","","","L-5,43.898"
"Yes","No","Receipt","9/3/2025 9:19 PM","1/18/2019","Fas Gas Red Deer","CAD","100.00","4.76","4.76","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Cash","","","",""
"Yes","No","Receipt","9/3/2025 9:20 PM","1/1/2019","Run'n On Empty 50Ave","CAD","58.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Cash","","","","L-3,01/01/2019"
"Yes","No","Receipt","9/3/2025 9:20 PM","2/10/2019","Fas Gas Red Deer","CAD","57.40","2.73","2.73","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Cash","","","","L-3,59.872"
